    Long;0.5000000;1.0000000;0.2206451;BAD; 0.2206451;-0.7248489; 135;  0.5974107; 420695700 03_55_00 PC.gif
    Long;0.5000000;1.0000000;0.5125632;OK; 0.5125632;-0.1281798; 330;  0.6632818; 420715500 09_25_00 PC.gif
    Long;0.5000000;1.0000000;0.7391257;OK; 0.7391257;-0.2247565; 445;  0.3192137; 420742200 04_50_00 PC.gif
    Long;0.5000000;1.0000000;1.0149108;OK; 1.0149108;-0.2964837; 955;  0.2153974; 420799500 08_45_00 PC.gif
    Long;0.5000000;1.0000000;0.5647467;OK; 0.5647467;-0.2701330; 515;  0.3253865; 420832500 05_55_00 PC.gif
    Long;0.5000000;1.0000000;1.5651915;OK; 1.5651915;-0.1288688; 255;  0.2364091; 420847800 10_10_00 PC.gif
    Long;0.5000000;1.0000000;1.0594021;OK; 1.0594021;-0.0035820; 550;  0.6609593; 420884100 08_15_00 PC.gif
    Long;0.5000000;1.0000000;0.9443751;OK; 0.9443751;-0.8992214; 2495;  0.3057156; 421034100 01_55_00 PC.gif
    Long;0.5000000;1.0000000;0.9760305;OK; 0.9760305;-0.3681577; 330;  0.8522565; 421053900 07_25_00 PC.gif
    Long;0.5000000;1.0000000;1.3361206;OK; 1.3361206;-0.0862370; 80;  0.5342419; 421062000 09_40_00 PC.gif
    Long;0.5000000;1.0000000;0.8909916;OK; 0.8909916;-0.6309497; 745;  0.9290894; 421119900 01_45_00 PC.gif
    Long;0.5000000;1.0000000;2.2616542;OK; 2.2616542;-0.0333805; 325;  0.8975720; 421139400 07_10_00 PC.gif
    Long;0.5000000;1.0000000;0.6449889;OK; 0.6449889;-0.3121366; 780;  0.3836974; 421186200 08_10_00 PC.gif
    Long;0.5000000;1.0000000;1.2112249;OK; 1.2112249;-0.1541449; 525;  0.5688579; 421223100 06_25_00 PC.gif
    Long;0.5000000;1.0000000;0.9676346;OK; 0.9676346;-0.2943209; 115;  0.8206977; 421232100 08_55_00 PC.gif
    Long;0.5000000;1.0000000;1.4203217;OK; 1.4203217;-0.1302552; 180;  0.3915703; 421247100 01_05_00 PC.gif
    Long;0.5000000;1.0000000;0.8061037;OK; 0.8061037;-0.4609028; 85;  0.3674033; 421256400 03_40_00 PC.gif
    Long;0.5000000;1.0000000;0.7085828;OK; 0.7085828;-0.3308476; 450;  0.7058118; 421283400 11_10_00 PC.gif
    Long;0.5000000;1.0000000;1.0088998;OK; 1.0088998;-0.2831180; 95;  0.4047171; 421292100 01_35_00 PC.gif
    Long;0.5000000;1.0000000;1.5671434;OK; 1.5671434;-0.1537894; 235;  0.8646859; 421306200 05_30_00 PC.gif
    Long;0.5000000;1.0000000;0.6654813;OK; 0.6654813;-0.1855055; 165;  0.4353620; 421316100 08_15_00 PC.gif
    Long;0.5000000;1.0000000;1.1427830;OK; 1.1427830;-0.2825733; 145;  0.6213675; 421324800 10_40_00 PC.gif
    Long;0.5000000;1.0000000;0.8731204;OK; 0.8731204;-0.3899128; 405;  0.4301491; 421349100 05_25_00 PC.gif
    Long;0.5000000;1.0000000;0.5805597;OK; 0.5805597;-0.1611398; 1505;  0.6326510; 421439400 06_30_00 PC.gif
