LONG;0.5000000;1.0000000;0.2689570;OK; 0.2689570;-1.1560683; 180; - 0.7646329; 425968500 04_35_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.8256446;OK; 1.8256446;0.0621532; 205;  0.7037375; 425980800 08_00_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.1931798;OK; 1.1931798;-0.9251745; 110;  0.1068656; 425987400 09_50_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.7110224;OK; 1.7110224;0.1113422; 135;  0.0586525; 425995800 12_10_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.5958791;OK; 1.5958791;0.1856369; 320;  0.9143145; 426015000 05_30_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.0556621;OK; 1.0556621;0.0829213; 50;  0.7472005; 426019500 06_45_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.6223912;OK; 1.6223912;-0.1893547; 110; - 0.8128454; 426026400 08_40_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-1.3577153;BAD; 0.0104377;-1.3577153; 315;  0.3240811; 426047400 02_30_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;2.5310406;OK; 2.5310406;-0.0374504; 60;  0.2785538; 426052200 03_50_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-1.8063497;BAD; -0.2811569;-1.8063497; 160; - 0.7640550; 426061800 06_30_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.8130841;OK; 0.8130841;-0.6422627; 40; - 0.1737709; 426064800 07_20_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.4244885;OK; 1.4244885;-0.3494680; 105;  0.4475497; 426071100 09_05_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.9409160;OK; 0.9409160;-0.1795691; 220; - 0.3713476; 426084900 12_55_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.2037899;OK; 0.2037899;-1.1851086; 110; - 0.2370769; 426092100 02_55_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.4749209;OK; 0.4749209;-0.4367127; 100;  0.3195320; 426098700 04_45_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.9919817;OK; 0.9919817;-0.3189847; 30;  0.8990785; 426102600 05_50_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.4936752;OK; 0.4936752;-0.6244689; 355; - 0.8951737; 426126600 12_30_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.9741254;OK; 0.9741254;-0.3070924; 780;  0.0424379; 426173400 01_30_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.5952881;OK; 0.5952881;-0.1921933; 150;  0.2449206; 426182400 04_00_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.5505769;OK; 0.5505769;-0.5488201; 105;  0.6330344; 426188700 05_45_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-1.6238868;BAD; -0.0212834;-1.6238868; 85;  0.5833119; 426193800 07_10_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.2024581;OK; 0.2024581;-0.6444189; 190;  0.2751853; 426205200 10_20_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.5445575;OK; 0.5445575;-0.0882489; 100;  0.7802211; 426213300 12_35_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.9888809;OK; 1.9888809;0.1222958; 135;  0.6424488; 426221400 02_50_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.6048256;OK; 1.6048256;-0.0106363; 30;  0.7127365; 426224400 03_40_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-0.7960083;BAD; 0.1500277;-0.7960083; 305;  0.6979497; 426243300 08_55_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-0.6202760;BAD; -0.0419006;-0.6202760; 40;  0.2407237; 426248100 10_15_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.6549936;OK; 0.6549936;-0.1983060; 70;  0.5139577; 426257100 12_45_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.3364146;OK; 0.3364146;-0.2824837; 260;  0.0005716; 426272700 05_05_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.2615802;OK; 1.2615802;-0.0883171; 40;  0.7571237; 426276000 06_00_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;1.0398144;OK; 1.0398144;-1.2998031; 30;  0.8214233; 426279600 07_00_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;-1.0841258;BAD; 0.0217356;-1.0841258; 250; - 0.5770018; 426294600 11_10_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.5946825;OK; 0.5946825;-0.4092791; 150;  0.8855773; 426304200 01_50_00 PC.gif; True; 0.20
LONG;0.5000000;1.0000000;0.6726154;OK; 0.6726154;-0.1695143; 60;  0.7471370; 426307800 02_50_00 PC.gif; True; 0.20
